age,reels_watch_time_hours,daily_screen_time_hours,sleep_hours,attention_span_score,focus_level,task_completion_rate,stress_level,platform
41,5.26,3.81,8.29,9.16,3.11,65.08,Low,Instagram Reels
16,3.21,4.57,5.6,9.34,3.47,79.87,Medium,Instagram Reels
33,3.65,10.88,5.44,7.76,3.59,84.58,Medium,TikTok
15,3.63,5.27,5.64,3.19,1.74,57.7,High,Instagram Reels
39,2.76,7.67,7.84,9.97,2.2,87.24,Medium,Instagram Reels
43,1.56,5.98,4.87,3.93,2.93,46.31,Low,YouTube Shorts
21,4.6,2.74,5.91,7.05,1.07,99.2,High,Instagram Reels
31,1.2,5.63,4.15,8.6,1.43,60.22,Medium,TikTok
17,1.07,6.08,8.13,2.58,7.29,53.43,Low,Instagram Reels
34,4.41,10.96,5.7,6.48,6.57,48.32,Low,YouTube Shorts
34,1.65,5.24,5.24,4.38,9.51,88.73,Medium,Instagram Reels
35,2.19,5.79,6.9,3.2,4.62,75.15,Medium,Instagram Reels
44,3.11,9.83,7.52,1.11,5.0,97.1,Medium,YouTube Shorts
17,2.97,9.59,8.06,8.85,1.61,78.86,Medium,Instagram Reels
17,4.4,9.98,5.74,2.22,2.37,60.44,Low,Instagram Reels
31,3.93,11.54,8.06,8.9,7.22,90.18,Medium,YouTube Shorts
21,4.04,9.96,6.32,6.41,3.12,56.87,Low,TikTok
41,4.43,6.08,4.51,6.59,7.96,57.45,Low,TikTok
40,2.11,10.22,8.23,8.46,7.35,41.7,Low,TikTok
28,2.27,7.09,6.74,5.58,7.73,55.12,Medium,TikTok
31,2.91,4.78,7.01,4.22,7.22,55.69,Low,TikTok
32,2.19,5.03,8.69,2.25,7.37,57.85,High,TikTok
27,5.92,4.24,6.8,6.13,5.92,62.12,Medium,YouTube Shorts
34,4.98,3.45,4.03,5.98,7.1,74.6,High,YouTube Shorts
43,1.41,3.84,8.35,3.65,5.74,52.98,Medium,Instagram Reels
34,0.53,2.63,5.42,6.4,2.85,78.21,Medium,Instagram Reels
35,0.74,10.88,6.51,4.95,2.96,48.0,High,YouTube Shorts
41,1.84,11.31,5.02,8.25,4.65,95.85,Medium,TikTok
32,1.13,7.87,5.48,6.04,1.13,41.57,Medium,TikTok
18,3.43,10.4,7.43,9.4,9.0,94.49,Low,YouTube Shorts
15,5.22,3.84,6.15,5.66,3.41,72.83,Medium,TikTok
32,4.55,11.02,7.14,8.99,1.46,82.6,High,TikTok
15,1.69,7.06,8.12,5.68,4.82,57.9,High,YouTube Shorts
40,2.7,2.67,5.7,6.02,8.34,50.43,Medium,TikTok
40,3.29,3.41,6.84,4.3,4.58,96.84,Low,TikTok
27,4.96,5.09,7.89,4.6,3.36,66.46,High,Instagram Reels
34,5.12,2.44,7.58,9.4,5.9,68.83,Medium,Instagram Reels
34,5.5,5.09,6.7,3.01,6.17,99.14,Medium,TikTok
37,3.3,2.6,5.92,2.09,7.83,60.16,High,YouTube Shorts
24,4.32,4.36,6.04,8.47,8.2,46.01,Low,Instagram Reels
41,1.11,4.66,6.17,6.19,7.36,75.21,Low,TikTok
25,3.61,11.94,5.74,3.56,1.04,73.29,High,TikTok
23,1.87,4.36,7.5,4.89,1.02,86.39,High,Instagram Reels
23,2.87,4.39,4.63,5.72,9.8,97.3,High,YouTube Shorts
19,3.99,8.87,8.84,6.33,3.38,58.46,High,Instagram Reels
40,1.91,10.59,7.89,8.39,3.54,83.31,Low,YouTube Shorts
15,0.79,5.87,5.49,4.55,7.59,66.07,High,YouTube Shorts
31,0.56,10.76,4.21,7.09,6.23,87.03,Low,YouTube Shorts
36,0.62,5.4,7.56,8.51,5.17,49.86,Low,TikTok
16,0.55,3.97,7.67,8.59,2.05,70.05,Low,Instagram Reels
38,1.11,5.3,8.82,3.29,1.73,44.63,Medium,YouTube Shorts
27,1.82,8.09,5.27,4.15,7.33,73.67,Medium,TikTok
23,1.72,5.67,4.41,6.35,2.12,50.14,Medium,Instagram Reels
43,5.93,8.73,8.58,8.97,4.92,97.6,High,Instagram Reels
18,2.18,4.37,5.29,8.11,7.63,73.26,Medium,YouTube Shorts
19,1.2,9.01,7.61,6.26,9.31,71.76,Medium,Instagram Reels
25,3.5,5.47,4.3,9.85,8.86,98.34,High,YouTube Shorts
38,5.22,6.56,7.8,4.95,8.78,69.9,Medium,TikTok
33,4.23,7.58,4.64,8.58,4.23,80.6,Low,Instagram Reels
35,2.13,8.86,7.48,8.37,9.34,42.8,Low,Instagram Reels
17,3.59,4.39,6.66,9.17,7.15,82.5,High,Instagram Reels
26,4.43,10.36,8.78,9.89,8.98,46.26,High,Instagram Reels
40,4.5,9.22,4.18,5.46,1.8,86.81,Low,YouTube Shorts
33,4.17,4.34,5.46,2.76,1.36,92.61,High,Instagram Reels
33,5.29,11.75,4.35,5.15,4.87,58.93,High,Instagram Reels
27,5.29,8.65,8.4,8.68,8.45,92.69,High,TikTok
42,3.68,6.52,6.97,8.52,4.68,68.96,High,Instagram Reels
21,2.86,3.58,6.67,4.02,8.96,74.29,Low,YouTube Shorts
29,4.03,7.33,4.66,1.43,3.11,64.66,High,YouTube Shorts
37,5.0,3.65,6.45,5.59,1.35,68.59,Medium,Instagram Reels
21,0.53,6.29,5.99,5.27,7.85,94.5,High,YouTube Shorts
40,5.96,6.09,5.58,1.77,6.64,96.84,High,Instagram Reels
22,1.51,9.2,7.86,8.15,4.96,66.75,Low,YouTube Shorts
19,3.09,3.92,4.31,3.55,8.61,70.86,Medium,TikTok
35,5.3,10.22,7.23,6.81,8.42,46.97,High,TikTok
28,1.74,5.26,8.11,1.91,3.92,59.54,High,Instagram Reels
18,3.12,6.44,8.54,8.75,8.54,70.79,Low,TikTok
37,1.23,9.72,7.73,7.65,4.11,52.15,High,YouTube Shorts
24,2.67,8.25,5.41,4.5,6.6,74.59,High,YouTube Shorts
34,1.47,5.08,7.0,6.67,2.73,81.12,High,Instagram Reels
29,2.5,5.86,4.71,2.69,3.38,79.0,Low,Instagram Reels
32,2.55,5.06,4.59,9.87,5.03,66.55,High,TikTok
34,5.96,7.95,7.19,8.16,3.83,86.16,Medium,YouTube Shorts
27,5.97,5.33,8.26,8.1,2.16,59.17,High,YouTube Shorts
43,1.13,9.26,4.34,2.38,5.34,68.16,Low,YouTube Shorts
22,4.49,7.8,4.53,1.16,5.6,56.21,Medium,TikTok
23,0.78,3.46,6.83,6.27,2.43,76.22,Low,TikTok
30,0.67,5.1,5.09,2.3,2.57,66.44,High,YouTube Shorts
33,1.08,4.21,7.06,8.02,1.26,53.03,High,Instagram Reels
30,5.81,5.9,5.07,4.74,1.27,58.49,Low,TikTok
21,5.67,7.16,4.58,4.05,4.23,56.77,High,Instagram Reels
28,1.57,7.07,6.73,1.66,2.32,94.65,Medium,TikTok
42,1.39,9.55,8.31,9.96,9.27,71.32,Low,TikTok
28,1.82,3.89,7.43,9.6,2.79,79.16,High,YouTube Shorts
39,3.34,11.46,8.09,2.18,1.59,96.08,Medium,YouTube Shorts
41,3.63,5.43,5.33,4.0,4.64,50.93,High,TikTok
18,1.72,5.0,8.43,4.52,2.73,96.21,High,TikTok
40,4.66,8.85,5.89,3.67,1.56,72.38,Low,YouTube Shorts
29,2.2,10.06,8.26,9.41,7.77,91.37,Medium,YouTube Shorts
17,5.57,5.78,6.36,7.49,6.01,50.08,Medium,Instagram Reels
19,4.11,9.47,5.34,9.6,1.51,56.38,Medium,Instagram Reels
15,2.9,10.84,5.3,8.87,5.21,51.65,High,Instagram Reels
17,4.84,9.67,6.84,7.79,1.35,79.21,High,YouTube Shorts
29,5.0,2.34,4.4,7.27,4.19,48.45,Low,YouTube Shorts
38,2.1,10.27,8.65,8.8,4.27,87.55,Low,Instagram Reels
41,2.37,9.74,5.36,7.16,8.41,55.03,High,YouTube Shorts
22,5.65,8.69,5.68,2.7,7.62,55.33,High,Instagram Reels
43,1.41,9.6,5.17,6.83,9.07,56.87,Medium,Instagram Reels
18,0.73,11.79,4.02,5.64,2.26,84.78,High,Instagram Reels
16,3.0,6.31,7.46,9.84,5.8,95.45,Medium,TikTok
43,4.91,2.67,6.95,5.59,1.18,94.45,Low,Instagram Reels
38,4.74,6.61,8.05,1.35,8.43,46.08,High,TikTok
38,5.56,2.46,4.21,3.38,4.3,55.75,High,Instagram Reels
24,3.43,4.94,8.64,9.26,1.62,80.33,Medium,TikTok
18,1.05,7.87,5.65,9.66,3.92,77.11,Low,Instagram Reels
17,3.74,5.1,8.57,7.56,3.58,61.0,High,YouTube Shorts
16,4.78,8.85,4.54,1.51,7.89,91.77,Medium,TikTok
39,1.01,10.22,7.72,1.21,2.14,47.83,High,Instagram Reels
31,1.45,6.2,6.9,5.32,6.0,78.34,Low,YouTube Shorts
37,0.57,11.0,5.79,10.0,8.15,56.39,Medium,YouTube Shorts
35,3.77,2.8,4.4,8.82,7.66,71.63,Medium,Instagram Reels
38,5.38,10.4,7.02,9.4,9.42,63.25,Medium,YouTube Shorts
34,4.19,10.29,4.13,6.61,1.01,98.78,Low,YouTube Shorts
37,5.9,5.22,6.51,8.73,4.18,69.2,Medium,YouTube Shorts
27,0.85,4.99,7.02,3.88,4.33,98.57,Low,Instagram Reels
19,5.47,5.05,7.66,1.25,1.3,55.3,High,TikTok
44,4.98,10.11,8.96,9.26,8.36,86.08,High,Instagram Reels
35,2.23,10.32,5.3,2.97,7.2,83.02,Medium,Instagram Reels
44,5.85,5.3,5.61,7.56,5.75,90.86,High,TikTok
23,2.08,7.93,5.71,6.93,4.65,81.62,High,Instagram Reels
39,5.39,3.39,7.66,2.42,9.06,80.94,High,TikTok
43,5.34,6.69,8.66,2.76,3.38,79.64,Medium,YouTube Shorts
39,4.67,11.99,8.87,3.96,4.01,99.1,Medium,YouTube Shorts
42,3.6,3.59,8.73,7.81,9.57,53.69,Low,Instagram Reels
36,1.16,11.48,8.4,1.35,1.58,41.81,High,Instagram Reels
20,3.43,10.24,8.95,4.66,8.03,80.68,Low,YouTube Shorts
19,2.46,11.72,5.88,6.99,7.46,50.34,Low,TikTok
39,4.86,3.8,8.74,2.54,9.12,80.76,High,YouTube Shorts
24,4.67,4.14,7.81,2.07,1.82,59.18,Low,Instagram Reels
22,5.51,2.17,4.84,4.51,9.73,42.6,Medium,YouTube Shorts
21,0.58,9.25,4.23,3.58,1.26,86.19,High,YouTube Shorts
21,4.95,8.44,5.07,6.84,4.04,43.1,High,TikTok
20,5.66,3.78,7.89,9.73,1.76,53.45,High,YouTube Shorts
35,4.84,9.91,7.16,1.04,1.46,60.18,Medium,TikTok
43,1.22,4.99,5.12,9.12,9.68,47.96,Low,YouTube Shorts
34,0.95,3.35,7.71,4.9,7.48,94.81,Medium,TikTok
17,0.61,6.23,4.71,6.98,5.55,77.31,Low,TikTok
33,3.96,2.91,8.11,8.66,1.97,92.52,Medium,YouTube Shorts
36,3.96,4.63,7.97,6.16,5.73,80.92,Medium,YouTube Shorts
29,5.93,5.71,8.86,1.88,3.88,99.52,High,YouTube Shorts
18,2.69,10.52,4.75,2.27,3.44,71.51,Medium,TikTok
42,2.33,9.93,8.53,8.1,6.56,43.23,Medium,Instagram Reels
26,3.93,6.43,5.71,3.06,8.12,49.65,Low,Instagram Reels
20,5.04,9.25,6.08,6.12,4.99,75.31,Low,TikTok
33,5.65,7.69,6.34,4.85,5.44,60.86,Medium,TikTok
18,4.92,5.41,7.13,3.73,6.86,46.77,High,TikTok
29,2.85,9.26,8.97,8.08,2.12,54.29,High,YouTube Shorts
23,3.99,8.83,7.0,7.58,8.46,68.47,Low,YouTube Shorts
19,5.21,8.19,8.63,6.81,8.53,71.09,Low,YouTube Shorts
27,3.2,8.18,5.28,4.35,5.87,96.07,High,Instagram Reels
37,1.69,8.83,5.99,3.04,2.69,45.44,Low,YouTube Shorts
40,1.43,5.85,6.52,5.64,5.51,61.47,Low,Instagram Reels
32,0.5,10.69,5.61,8.35,1.95,70.36,Low,YouTube Shorts
44,4.45,3.62,8.88,6.18,7.87,46.8,High,Instagram Reels
44,1.11,10.84,7.63,9.73,3.8,81.27,High,TikTok
19,1.84,5.42,6.39,1.14,3.8,70.9,Medium,TikTok
39,2.14,3.25,7.76,9.99,9.51,67.57,Low,TikTok
30,3.58,8.0,6.34,7.22,4.8,79.36,Medium,Instagram Reels
41,2.69,5.76,4.09,8.49,8.11,57.27,Medium,Instagram Reels
33,4.21,10.15,6.72,4.01,6.73,60.36,Medium,YouTube Shorts
28,0.81,6.31,7.13,5.58,3.85,49.76,Low,Instagram Reels
39,1.18,8.69,8.91,8.17,2.11,71.42,High,Instagram Reels
44,3.25,5.08,4.2,7.85,8.18,62.34,Low,YouTube Shorts
30,2.35,4.09,6.56,4.01,7.86,55.62,High,Instagram Reels
41,2.13,5.88,4.49,3.92,2.52,47.48,Low,Instagram Reels
29,0.87,8.07,4.74,6.97,3.24,41.39,High,TikTok
36,5.43,8.57,7.05,9.4,7.9,51.6,Medium,YouTube Shorts
18,4.31,7.78,5.16,4.95,9.85,54.85,Low,TikTok
21,1.17,11.88,7.75,4.18,8.59,69.13,High,Instagram Reels
30,0.86,8.91,6.57,9.05,7.16,54.46,Medium,YouTube Shorts
38,5.86,11.32,5.09,7.15,9.24,89.06,Medium,YouTube Shorts
36,4.25,3.18,6.47,4.49,3.57,68.45,Medium,TikTok
35,2.8,2.61,4.0,1.52,1.09,77.43,Medium,TikTok
36,4.36,5.11,8.31,7.49,3.89,52.48,High,TikTok
35,4.66,3.37,4.06,4.18,9.75,64.97,High,YouTube Shorts
22,4.79,7.26,4.04,1.64,8.94,76.17,Medium,YouTube Shorts
31,3.13,7.19,7.06,6.51,1.45,58.66,Medium,YouTube Shorts
30,2.86,7.75,8.87,3.91,5.52,60.17,Medium,YouTube Shorts
41,0.56,9.45,8.28,4.05,1.71,88.45,Medium,Instagram Reels
37,5.6,11.71,5.26,5.31,8.1,90.23,Medium,TikTok
24,3.82,10.78,4.98,7.46,4.35,71.98,Low,YouTube Shorts
24,1.62,3.18,7.13,3.49,9.21,93.78,High,Instagram Reels
41,5.56,5.39,8.11,1.73,1.49,84.2,High,TikTok
16,5.53,4.56,5.81,4.82,7.61,43.32,Low,YouTube Shorts
44,5.94,3.77,6.16,1.49,4.59,73.57,High,Instagram Reels
23,5.31,7.45,4.58,7.28,3.41,81.87,Medium,YouTube Shorts
31,5.99,7.53,4.76,9.63,5.66,72.45,High,Instagram Reels
25,1.85,4.27,6.84,6.93,5.37,89.92,Medium,TikTok
24,5.13,9.12,4.51,3.48,4.14,58.05,High,Instagram Reels
36,5.03,9.33,5.01,2.64,6.84,43.93,Low,TikTok
39,1.77,2.21,5.17,3.1,6.95,78.02,High,Instagram Reels
31,1.04,5.96,6.22,2.99,1.69,83.85,Medium,Instagram Reels
18,5.89,10.9,4.23,3.82,6.36,85.92,Low,YouTube Shorts
30,2.13,7.2,6.5,1.88,7.4,40.66,Medium,Instagram Reels
34,5.29,5.48,8.64,9.06,1.68,80.4,High,YouTube Shorts
29,0.52,4.54,4.12,8.97,6.93,41.24,Low,TikTok
39,0.62,4.43,7.15,6.54,8.24,86.49,Medium,Instagram Reels
41,3.06,3.0,8.18,1.56,8.49,82.19,High,YouTube Shorts
35,1.81,10.17,5.56,8.24,1.37,74.04,Low,YouTube Shorts
19,4.29,2.87,4.66,1.56,7.28,70.38,High,TikTok
20,3.61,4.92,4.22,1.96,8.17,82.91,Low,Instagram Reels
31,0.93,2.46,7.22,3.93,4.57,43.43,High,Instagram Reels
15,1.39,9.81,6.76,4.88,5.89,89.93,Low,YouTube Shorts
39,2.63,2.39,5.15,4.19,3.39,52.07,Medium,YouTube Shorts
33,1.52,5.08,8.16,2.49,3.79,68.67,High,Instagram Reels
18,4.86,7.73,7.68,2.01,5.51,69.21,High,TikTok
31,2.79,6.1,5.38,8.73,2.36,86.63,High,YouTube Shorts
23,1.01,4.82,7.77,4.27,4.33,51.58,Low,Instagram Reels
38,3.16,4.75,5.22,2.97,3.71,57.98,Low,Instagram Reels
16,1.0,9.98,7.38,5.38,3.14,79.79,High,YouTube Shorts
22,1.21,11.74,4.59,1.33,5.35,64.77,Low,Instagram Reels
29,1.82,5.48,7.46,6.4,8.55,57.93,Medium,TikTok
21,5.23,2.39,5.19,3.24,3.18,77.29,High,YouTube Shorts
41,5.59,2.37,6.86,6.38,6.94,45.19,Medium,TikTok
20,5.04,9.59,4.86,6.53,3.29,87.39,High,TikTok
15,2.34,7.52,7.63,8.28,2.28,71.48,High,TikTok
29,2.0,9.84,4.3,3.07,9.49,52.36,High,TikTok
37,3.52,8.97,4.83,5.17,6.7,64.51,Medium,TikTok
40,4.47,11.08,4.92,9.66,1.94,47.86,Low,YouTube Shorts
21,5.96,10.86,4.21,7.54,6.69,76.99,Medium,Instagram Reels
43,1.22,9.88,7.73,9.78,2.59,80.16,Medium,YouTube Shorts
44,0.77,6.75,8.9,9.35,8.99,64.32,Medium,Instagram Reels
39,4.32,5.08,7.89,6.5,3.23,60.38,High,Instagram Reels
31,5.08,7.07,8.3,3.38,8.26,90.99,Low,Instagram Reels
16,5.15,7.02,4.03,7.81,2.79,74.56,Low,TikTok
41,4.23,8.1,4.59,7.28,6.02,80.02,Low,TikTok
23,5.75,3.86,6.8,6.3,9.21,47.65,Low,Instagram Reels
43,3.31,8.56,8.89,7.28,3.66,82.8,Medium,Instagram Reels
23,5.53,6.57,7.3,6.52,1.73,66.68,Low,Instagram Reels
27,5.82,8.2,5.87,5.67,5.97,62.0,Medium,Instagram Reels
20,5.16,4.4,4.73,4.74,2.55,95.76,Medium,TikTok
20,2.2,6.34,4.76,1.4,7.56,43.24,Low,YouTube Shorts
34,1.58,4.1,5.81,8.79,6.32,51.74,Low,YouTube Shorts
34,3.51,10.75,7.57,8.79,4.12,62.5,Medium,TikTok
35,2.99,6.88,4.16,6.35,7.35,59.44,Low,YouTube Shorts
17,5.33,4.25,8.26,3.41,3.15,70.64,High,TikTok
31,1.05,2.41,8.71,1.25,9.25,64.05,Low,TikTok
31,1.92,8.76,8.44,1.01,4.12,87.3,Low,Instagram Reels
26,4.63,4.15,8.57,1.66,7.87,86.08,High,Instagram Reels
30,1.02,11.9,4.08,4.24,3.33,86.34,Low,Instagram Reels
29,2.26,7.34,8.89,2.7,7.43,62.16,Low,TikTok
27,2.63,4.89,5.83,3.39,1.28,64.44,Low,YouTube Shorts
37,3.92,8.58,8.35,7.3,3.66,83.23,Low,TikTok
15,1.37,4.75,4.93,9.63,1.84,47.45,Low,YouTube Shorts
31,5.23,10.2,6.23,2.86,5.06,91.12,Low,TikTok
17,2.96,5.08,4.22,5.19,4.92,72.48,High,Instagram Reels
40,5.54,11.88,4.2,9.92,4.23,90.91,Low,TikTok
29,3.07,8.05,8.72,9.39,9.83,87.62,High,TikTok
18,2.01,10.44,8.05,4.17,3.2,62.46,Medium,TikTok
18,1.28,2.73,6.65,3.88,8.12,46.09,Medium,YouTube Shorts
32,0.52,5.48,6.63,3.18,5.03,95.25,High,YouTube Shorts
31,3.43,9.37,7.74,2.4,4.01,60.68,Low,Instagram Reels
33,1.09,8.55,5.71,5.14,2.83,62.42,High,TikTok
25,2.65,3.94,7.81,4.07,6.7,94.54,High,Instagram Reels
34,3.74,5.56,6.43,7.7,4.0,95.04,High,TikTok
17,2.02,4.63,7.19,3.13,8.32,55.77,High,Instagram Reels
22,1.46,8.13,8.82,7.63,9.72,45.34,High,Instagram Reels
28,4.76,5.45,6.36,3.59,3.04,40.07,Low,YouTube Shorts
40,5.71,5.09,6.09,6.33,2.16,66.3,Medium,YouTube Shorts
15,1.05,4.07,8.53,6.75,3.84,74.11,High,TikTok
28,1.36,6.09,8.51,7.05,5.2,56.22,Low,YouTube Shorts
16,5.78,3.96,8.96,2.58,3.71,55.58,High,TikTok
43,0.71,11.63,6.75,3.54,9.73,61.41,High,TikTok
37,5.88,3.55,5.72,3.22,8.01,55.79,High,YouTube Shorts
18,0.53,11.13,5.2,6.19,9.7,91.51,Medium,TikTok
38,5.31,6.28,4.17,1.68,4.36,78.57,Low,TikTok
41,2.19,5.78,7.63,5.66,3.74,89.74,Low,TikTok
43,5.66,4.31,5.17,1.79,4.67,91.63,High,YouTube Shorts
33,2.24,8.36,7.03,4.03,5.71,66.1,Low,YouTube Shorts
20,4.1,8.86,8.58,7.18,7.67,68.65,Medium,YouTube Shorts
39,0.94,6.68,8.75,4.71,8.93,98.67,High,YouTube Shorts
15,1.83,2.56,4.02,3.52,5.17,89.01,High,YouTube Shorts
31,4.76,11.19,5.59,6.54,3.6,87.87,High,YouTube Shorts
22,3.41,11.8,8.19,7.66,3.87,75.02,High,Instagram Reels
33,5.6,6.31,6.68,3.29,7.27,67.67,High,TikTok
35,2.86,8.14,8.04,3.69,6.11,93.68,Low,YouTube Shorts
15,5.28,6.5,8.27,6.76,5.38,88.27,Medium,TikTok
19,2.97,5.22,6.21,9.69,2.82,71.01,High,Instagram Reels
41,5.89,2.77,5.79,2.92,8.88,56.23,Medium,Instagram Reels
30,5.78,6.56,6.28,6.89,8.03,48.84,High,Instagram Reels
20,2.31,10.18,7.26,9.16,2.27,73.16,Low,YouTube Shorts
22,5.37,2.17,5.84,5.16,4.31,57.76,Medium,YouTube Shorts
27,5.16,7.82,7.87,3.85,5.88,55.85,Medium,Instagram Reels
30,1.66,10.81,8.52,7.0,5.09,46.35,High,TikTok
44,3.93,4.18,5.41,1.28,4.58,42.07,High,YouTube Shorts
17,0.9,3.83,8.82,4.24,7.47,87.0,Medium,Instagram Reels
33,5.1,9.72,7.11,3.32,1.49,46.48,Low,TikTok
26,1.46,4.55,8.39,3.02,5.24,93.32,High,YouTube Shorts
30,0.89,3.92,4.52,2.62,3.36,52.83,High,Instagram Reels
41,2.7,5.78,5.26,7.63,1.76,85.58,High,Instagram Reels
25,3.67,5.93,5.61,9.6,5.18,89.38,High,TikTok
24,5.2,10.74,5.51,4.46,2.54,87.55,Medium,Instagram Reels
39,5.86,8.18,4.86,1.44,3.32,92.37,Medium,Instagram Reels
34,2.92,6.06,8.34,7.47,5.56,60.38,High,TikTok
18,0.83,7.34,6.09,5.84,9.76,99.15,High,Instagram Reels
26,4.62,11.54,8.82,7.51,7.16,56.78,Low,YouTube Shorts
37,3.61,3.13,6.92,6.83,3.52,96.06,High,Instagram Reels
16,2.96,4.08,4.69,9.15,4.44,66.25,Low,TikTok
38,2.2,11.63,6.73,2.26,4.66,43.42,Low,YouTube Shorts
36,3.26,11.57,8.97,2.52,2.38,87.09,High,YouTube Shorts
33,2.36,3.77,6.83,4.07,2.45,87.24,High,TikTok
39,4.66,3.45,4.01,5.42,2.34,51.84,High,YouTube Shorts
19,3.49,6.21,8.67,9.33,5.69,89.41,Low,YouTube Shorts
22,5.32,2.5,5.17,9.16,7.07,49.45,Medium,TikTok
21,3.49,8.55,7.44,8.85,6.32,49.09,Low,TikTok
28,1.81,2.77,6.58,3.0,9.8,88.54,High,YouTube Shorts
38,5.18,2.58,5.63,7.57,2.13,57.41,Low,TikTok
37,3.56,6.85,5.41,4.45,9.88,44.61,Medium,Instagram Reels
17,1.64,11.58,8.64,9.38,5.2,97.38,Medium,YouTube Shorts
32,3.93,6.27,8.56,2.93,2.97,73.42,Low,Instagram Reels
30,2.47,5.56,6.57,2.27,9.49,66.88,Low,YouTube Shorts
37,5.14,11.98,5.29,8.58,5.22,70.25,High,Instagram Reels
33,2.99,7.32,4.51,7.45,4.13,80.23,Medium,YouTube Shorts
33,4.5,5.75,4.78,8.39,2.92,91.7,Low,YouTube Shorts
32,1.03,5.86,6.61,2.42,3.41,80.35,Low,Instagram Reels
34,2.68,3.95,5.54,8.96,9.81,84.37,Low,Instagram Reels
30,5.91,7.12,4.21,7.1,3.74,50.81,Low,YouTube Shorts
22,4.95,6.39,6.28,6.86,9.8,63.05,High,Instagram Reels
42,1.38,4.71,7.73,6.24,3.97,75.09,High,Instagram Reels
15,2.03,3.61,8.46,7.88,3.08,77.16,Low,YouTube Shorts
31,2.31,5.11,6.93,4.74,2.65,56.24,High,Instagram Reels
26,4.08,7.09,7.62,2.2,4.71,98.5,Low,YouTube Shorts
44,4.66,2.58,5.82,5.85,3.13,47.09,Low,YouTube Shorts
35,4.62,3.54,6.48,7.73,7.27,46.74,Medium,YouTube Shorts
25,3.3,11.48,7.65,2.38,3.16,53.75,Medium,Instagram Reels
19,4.96,7.43,7.64,3.02,8.52,85.23,High,YouTube Shorts
41,2.9,2.63,6.12,7.27,8.51,42.19,Low,YouTube Shorts
26,1.18,8.93,6.72,3.43,3.57,99.27,High,Instagram Reels
31,3.6,2.62,8.62,2.53,7.78,99.26,Medium,YouTube Shorts
20,5.74,9.39,7.16,9.0,8.72,49.58,High,Instagram Reels
15,4.86,9.5,7.21,2.45,6.31,64.07,Low,TikTok
19,3.68,8.51,7.92,4.1,4.3,52.24,High,TikTok
39,4.06,9.32,4.58,4.86,4.97,64.48,Low,Instagram Reels
42,5.62,2.88,6.61,5.29,8.08,71.97,Medium,YouTube Shorts
28,2.86,9.27,8.8,4.25,3.64,89.36,Medium,TikTok
19,2.32,3.37,5.81,9.21,4.01,42.15,High,TikTok
36,5.87,5.4,5.47,6.93,2.45,99.21,High,Instagram Reels
38,5.25,11.43,7.01,4.24,4.59,96.43,Low,Instagram Reels
41,2.28,7.03,5.11,4.22,1.78,74.23,High,TikTok
15,3.05,11.67,6.78,5.53,3.89,68.85,High,TikTok
44,2.78,2.89,4.78,1.3,4.36,73.04,Low,YouTube Shorts
32,1.32,6.78,6.9,9.34,3.3,41.11,Medium,YouTube Shorts
30,5.77,2.62,7.01,3.01,1.91,84.26,High,Instagram Reels
23,2.72,8.3,6.09,7.28,5.7,69.79,High,TikTok
33,5.31,2.79,5.91,8.0,8.79,57.16,Medium,YouTube Shorts
36,1.54,3.75,5.23,8.45,4.02,67.69,Low,YouTube Shorts
19,3.51,4.59,5.65,2.49,3.13,57.55,High,Instagram Reels
41,0.63,9.49,6.49,5.83,3.57,82.0,Low,TikTok
16,4.7,3.64,5.24,1.75,8.76,76.87,High,TikTok
44,3.7,10.47,7.91,8.24,5.75,63.29,Low,Instagram Reels
29,3.94,3.32,7.55,5.38,2.18,58.85,High,YouTube Shorts
21,0.78,2.35,5.35,2.43,7.38,92.68,Low,Instagram Reels
18,1.66,5.95,4.49,7.47,2.39,80.93,Low,Instagram Reels
15,0.91,11.79,4.0,3.98,1.54,82.95,High,TikTok
27,2.09,3.1,6.98,2.03,3.3,77.12,High,TikTok
34,3.95,3.02,5.06,5.15,2.51,44.51,High,Instagram Reels
36,3.61,9.51,4.06,3.12,6.44,43.56,High,YouTube Shorts
21,3.87,5.12,5.8,9.55,5.36,65.75,Medium,YouTube Shorts
29,3.52,9.17,8.81,4.25,7.52,95.83,High,YouTube Shorts
37,2.0,4.0,7.45,6.15,5.6,71.48,Low,Instagram Reels
28,1.84,6.6,8.29,9.54,4.77,92.55,High,Instagram Reels
37,1.25,4.65,4.72,4.54,5.74,45.79,High,TikTok
33,5.17,6.52,4.37,4.22,4.91,83.46,Medium,Instagram Reels
36,3.89,9.69,4.06,2.46,1.33,54.72,Medium,TikTok
43,1.53,9.62,8.78,9.44,7.13,71.47,Medium,YouTube Shorts
38,1.47,7.16,5.5,8.21,9.66,57.58,Low,Instagram Reels
34,5.3,11.28,6.3,2.99,4.8,82.74,Medium,TikTok
43,4.59,4.64,5.97,3.99,4.81,64.05,Medium,YouTube Shorts
38,4.13,4.4,7.65,9.23,1.41,67.73,High,TikTok
32,2.74,8.14,5.55,5.84,9.01,54.72,Low,Instagram Reels
24,1.94,8.21,6.68,6.01,9.36,56.89,High,YouTube Shorts
23,5.89,2.47,8.98,6.83,8.32,50.77,Low,YouTube Shorts
39,4.88,8.08,6.22,7.86,1.96,73.23,Low,YouTube Shorts
